uid,offence,date,jail,mode,conditions,fine,appeal
2024skpc26_991191240_1,cc_151,2015-01-01&2018-07-03,8y,jail-consecutive,,,
2024skpc24_991204819_1,cc_151,2015-05-01&2016-07-31,6y,jail-consecutive,,,
2024skpc16_991174471_1,cc_271#b,2020-09-17&2021-04-01,790d,jail-consecutive,10y-ltso,,
2024skpc16_991174471_2,cc_753.3,2020-09-17&2021-04-01,730d,jail-consecutive,10y-ltso,,
2024skpc19_991218610_1,cc_286.1(2)#1,2022-12-25,6m,cso-consecutive,18m-probation,,
2024skpc11_991226880_1,cc_320.14(1)#1#a,2022-08-21,18m,cso-consecutive,,,
2024skpc10_991202616_1,cc_344(1)(b),2022-06-17,8y,jail-consecutive,,,
2024skpc9_90459589_1,cc_95,2023-03-20,1025d,jail-consecutive,,,
2023skpc59_991235415_1,cc_236(b),2022-10-12,2374d,jail-consecutive,,,
2023skpc61_991065867_1,cc_252(1.1),2018-09-20,5m,cso-consecutive,,,
2023skpc61_991070491_1,cc_145(5),2018-10-01,1m,cso-concurrent,,,
2023skpc61_991117275_1,cc_145(5),2020-01-07,1m,cso-concurrent,,,
2023skpc61_991128728_1,cc_320.16(1),2020-05-21,6m,cso-consecutive,,,
2023skpc61_991128728_2,cc_320.17,2020-05-21,6m,cso-consecutive,,,
2023skpc61_991128728_2,cc_320.13(1),2020-05-21,6m,cso-consecutive,,,
2023skpc55_991204819_1,cc_145(4),2022-08-03,,,,250,
2023skpc55_991204819_1,cc_271#a,2022-08-03,20m,cso-consecutive,12m-probation,,
2023skpc52_991220856_1,cc_286.1(2)#1,2022-10-26,182d,jail-consecutive,,,
2023skpc52_991219064_2,cc_163.1(4),2022-10-26&2023-01-05,365d,jail-concurrent,,,
2023skpc52_991219064_4,cc_163.1(2),2022-10-26,549d,jail-consecutive,,,
2023skpc52_991219064_6,cc_172.1,2022-09-01&2022-12-22,731d,jail-consecutive,,,
2023skpc52_991219064_7,cc_271#b,2022-10-26,1737d,jail-consecutive,,,
2023skpc38_90465335_1,cc_344(1)(b),2022_09_23,4y&6m&3d,jail-consecutive,,,
2023skpc38_90465338_7,cc_320.17,2022-10-17&2022-10-18,1y,jail-consecutive,,,
2023skpc38_90465338_8,cc_129,2022-10-17&2022-10-18,6m,jail-concurrent,,,
2023skpc30_90465590_1,cc_268,2022-05-17,915d,jail-consecutive,,,
2023skpc36_991133979_1,cc_268,2020-07-18,18m,jail-consecutive,,,
2023skpc48_24425214_1,cc_99(2)#1,2020-10-06&2021-01-19,3y,jail-consecutive,,,
2023skpc22_90436235_1,cc_320.18,2021-11-13,240d,jail-consecutive,24m-probation,,
2023skpc22_90436235_2,cc_320.18,2021-11-13,60d,jail-concurrent,,,
2023skpc1_90469031_1,cc_268,2022-04-23,2y,jail-consecutive,2y-probation,,
2023skpc1_90469031_3,cc_268,2022-04-23,2y,jail-concurrent,2y-probation,,
2023skpc14_Y364961_1,cc_231(7)_ycja,2021-09-24,6y&8m,ircs-consecutive,,,
2023skpc4_991144489_5,cc_95,2020-11-02,36m,jail-consecutive,,,
2023skpc4_991144489_1,cdsa_5(2),2020-11-02,18m,jail-concurrent,,,
2023skpc4_991144489_2,cdsa_5(2),2020-11-02,18m,jail-concurrent,,,
2023skpc4_991144489_3,cc_94,2020-11-02,18m,jail-concurrent,,,
2023skpc4_991144489_4,cc_94,2020-11-02,12m,jail-concurrent,,,
2023skpc4_991144489_8,cc_86(2),2020-11-02,6m,jail-concurrent,,,
2023skpc4_991144489_9,cc_88,2020-11-02,6m,jail-concurrent,,,
2023skpc4_991144489_10,cc_355(b),2020-11-02,6m,jail-concurrent,,,
2023skpc4_991144489_16,cc_733.1,2020-11-02,4m,jail-concurrent,,,
2023skpc4_991144489_14,cc_117.01,2020-11-02,6m,jail-consecutive,,,
2023skpc4_991144489_15,cc_117.01,2020-11-02,6m,jail-concurrent,,,
2023skpc4_991144489_13,cc_320.18,2020-11-02,4m,jail-consecutive,,,
2023skpc4_991169493_1,cc_145(5),2021-08-09,2m,jail-consecutive,,,
2023skpc4_90436063_1,cc_145(5),2021-08-09,2m,jail-concurrent,,,
2023skpc4_991173173_1,cc_117.01,2021-09-16,6m,jail-consecutive,,,
2023skpc4_991173173_3,cc_129,2021-09-16,6m,jail-concurrent,,,
2023skpc4_991173173_5,cc_145(5),2021-09-16,2m,jail-concurrent,,,
2022skpc45_991160294_1,cc_271#a,2019-06-01&2019-07-31,,,3y-probation,,
2022skpc45_991160294_1,cc_271#a,2020-76-01&2020-07-31,,,3y-probation,,
2022skpc40_991197586_1,cc_221,2021-05-11,8m,jail-consecutive,2y-probation,,
2022skpc39_90424498_1,cc_266,2020-05-19,1642d,jail-consecutive,,,
2022skpc39_90424498_2,cc_271#a,2020-05-19,180d,jail-concurrent,,,
2022skpc39_90424498_3,cc_279(2),2020-05-19,729d,jail-concurrent,,,
2022skpc39_90455581_3,cc_145(5),2021-11-28,30d,jail-concurrent,,,
2022skpc39_90455586_1,cc_348(1)(d),2021-11-30,540d,jail-consecutive,,,
2022skpc39_90455586_1,cc_145(5),2021-11-30,60d,jail-concurrent,,,
2022skpc38_991114776_1,cc_231(7)_ycja,2019-12-07,255y_7y,jail-consecutive,,,2024skca79-upheld
2022skpc25_90195917_1,cc_320.14(1)#s,2020-08-22,120d,jail-consecutive,24m-probation,,
2022skpc25_90195917_3,cc_320.18,2020-08-22,30d,jail-concurrent,,,
2022skpc34_90441213_1,cc_151,2018-01-01&2018-12-31,4y,jail-consecutive,,,
2022skpc34_90411985_1,cc_145(5),2021-12-27&2022-01-03,,,0d-discharge,,
2022skpc34_90411985_2,cc_145(5),2021-12-27&2022-01-03,,,0d-discharge,,
2022skpc27_991007357_1,cc_811,2018-03-31,3y,jail-consecutive,,,
2022skpc27_991007357_3,cc_246,2018-03-31,5y,jail-consecutive,ltso-10y,,
2022skpc10_991112863_1,cc_151,2019-11-15,90d,jail-consecutive-intermittent,24m-probation,,
2022skpc15_991142735_1,cc_266,2020-10-10,,,15m-probation,,
2022skpc12_991118468_2,cc_348(d),2020-01-18,6y,jail-consecutive,,,
2022skpc12_991118468_4,cc_88,2020-01-18,2y,jail-concurrent,,,
2022skpc12_991118469_1,cc_145(5),2020-01-18,6m,jail-concurrent,,,
2022skpc12_991118469_2,cc_320.17,2020-01-18,3m,jail-consecutive,,,
2022skpc12_991118469_3,cc_117.01,2020-01-18,6m,jail-consecutive,,,
2022skpc12_991118470_1,cc_117.01,2020-01-18,6m,jail-consecutive,,,
2022skpc12_991125690_1,cc_244.2(3)(a)#1,2020-01-18,2y,jail-concurrent,,,
2021skpc64_991031391_1,cc_88,2017-11-12,6m,jail-concurrent,5y-ltso,,
2021skpc64_991031391_4,cc_86(1),2017-11-12,3m,jail-concurrent,,,
2021skpc64_991031391_5,cc_86(1),2017-11-12,3m,jail-concurrent,,,
2021skpc64_991031391_7,cc_91(1),2017-11-12,6m,jail-concurrent,,,
2021skpc64_991031391_8,cc_94,2017-11-12,6m,jail-concurrent,5y-ltso,,
2021skpc64_991031391_9,cc_95,2017-11-12,40m,jail-consecutive,5y-ltso,,
2021skpc64_991031392_1,cc_88,2017-11-12,3m,jail-concurrent,5y-ltso,,
2021skpc64_991031392_2,cc_88,2017-11-12,3m,jail-concurrent,5y-ltso,,
2021skpc64_991031392_5,cc_90,2017-11-12,3m,jail-concurrent,,,
2021skpc64_991031392_6,cc_91(2),2017-11-12,3m,jail-concurrent,,,
2021skpc64_991031392_7,cc_94,2017-11-12,3m,jail-concurrent,5y-ltso,,
2021skpc64_991031392_9,cc_117.01,2017-11-12,6m,jail-consecutive,,,
2021skpc64_991031392_10,cc_117.01,2017-11-12,6m,jail-concurrent,,,
2021skpc64_991031392_11,cc_117.01,2017-11-12,6m,jail-concurrent,,,
2021skpc64_991031392_13,cc_249.1(1),2017-11-12,4m,jail-consecutive,,,
2021skpc64_991031392_14,cc_249(1),2017-11-12,4m,jail-concurrent,,,
2021skpc64_991034074_1,cc_753.3,2017-11-12,12m,jail-concurrent,5y-ltso,,
2021skpc64_991034074_2,cc_753.3,2017-11-12,12m,jail-consecutive,5y-ltso,,
2021skpc61_90202578_1,cc_271#b,2019-08-17,6m,jail-consecutive,,,
2021skpc58_991149235_1,cc_320.15(1)#1,2020-12-19,,,,2000,
2021skpc48_991113160_1,cc_320.14(3)#s,2019-11-27,120d,jail-consecutive,,,
2021skpc46_991126020_1,145(5),2020-04-06,30d,jail-concurrent,,,
2021skpc46_991126020_1,cc_95,2020-06-05,9m,jail-consecutive,2y-probation,,
2021skpc46_991126020_2,cc_733.1,2020-06-05,30d,jail-concurrent,,,
2021skpc38_991152159_2,cc_320.15(1)#s,2021-01-25,729d,jail-concurrent,,,
2021skpc38_991152159_3,cc_145(5),2021-01-25,6m,jail-concurrent,,,
2021skpc38_90418435_1,cc_733.1,2021-02-06,3m,jail-concurrent,,,
2021skpc38_90145222_1,cc_320.14(1)#s,2019-03-08,2y,jail-consecutive,3y-probation,,
2021skpc38_90145222_3,cc_320.13(1),2019-03-08,2y,jail-concurrent,3y-probation,,
2021skpc38_90145222_4,cc_320.18,2019-03-08,2y,jail-concurrent,3y-probation,,
2021skpc38_90145222_5,cc_733.1,2019-03-08,6m,jail-concurrent,3y-probation,,
2021skpc38_90418423_1,cc_129,2021-01-23,6m,jail-concurrent,,,
2021skpc38_90418423_2,cc_320.18,2021-01-23,18m,jail-concurrent,,,
2021skpc1_90195939_1,cc_270,2020-09-05,4m,cso-consecutive,,,
2021skpc31_90430589_1,cc_267(b),2021-05-28,120d,cso-consecutive,12m-probation,,
2021skpc31_90430589_2,cc_264.1(1)(a),2021-05-28,30d,cso-concurrent,12m-probation,,
2021skpc31_90430589_3,cc_266,2021-05-28,90d,cso-concurrent,12m-probation,,
2021skpc6_90198166_1,cc_344(1)(b),2020-01-05,90d,jail-consecutive-intermittent,24m-probation,,
2021skpc6_90198166_2,cc_733.1,2020-01-05,18d,jail-consecutive,,,
2021skpc27_90200163_1,cc_267(b),2020-03-21,18m,cso-consecutive,,,
2021skpc13_991120643_5,cc_95,2019-06-05,5y,jail-consecutive,,,
2021skpc13_991120643_1,cc_86(1),2019-06-05,1y,jail-concurrent,,,
2021skpc13_991120643_2,cc_88,2019-06-05,1y,jail-concurrent,,,
2021skpc13_991120643_3,cc_90,2019-06-05,1y,jail-concurrent,,,
2021skpc13_991120643_4,cc_92(1),2019-06-05,1y,jail-concurrent,,,
2021skpc13_991120643_6,cc_96,2019-06-05,1y,jail-concurrent,,,
2021skpc13_991120643_7,cc_117.01,2019-06-05,12m,jail-consecutive,,,
2021skpc13_991120643_9,cc_145(5),2019-06-05,30d,jail-concurrent,,,
2021skpc13_991120643_1,cc_145(3),2020-02-05,1m,jail-consecutive,,,
2020skpc40_90117640_1,cc_253(1)(b)#s,2018-08-07,120d,jail-consecutive,,,
2020skpc45_991113079_1,cc_271#b_ycja,2019-05-26,,,18m-probation,,
2020skpc30_24305351_1,cc_268,2016-09-18,4y,jail-consecutive,,,
2020skpc30_24305351_1,cc_279(2),2016-09-18,4y,jail-concurrent,,,
2020skpc38_991108772_1,cc_265(a),2019-10-21,90d,jail-consecutive,9m-probation,,
2020skpc38_991108772_2,cc_430(4),2019-10-21,30d,jail-concurrent,9m-probation,,
2020skpc38_991108772_3,cc_430(4),2019-10-21,30d,jail-concurrent,9m-probation,,
2020skpc38_991110702_1,cc_129,2019-10-21,30d,jail-concurrent,9m-probation,,
2020skpc32_991032707_1,cc_163.1(4),2016-12-25&2017-06-21,1y,jail-consecutive,24m-probation,,
2020skpc32_991086279_1,cc_163.1(4),2019-02-28,1y,jail-consecutive,24m-probation,,
2020skpc31_991060613_1,cc_94,2018-08-02,18m,jail-consecutive,18m-probation,,
2020skpc31_991064748_1,cc_145(5),2018-08-14&2018-09-10,30d,jail-concurrent,,,
2020skpc31_991124197_1,cc_145(5),2018-10-01&2018-10-16,30d,jail-concurrent,,,
2020skpc31_991084465_1,cc_335,2018-08-08,90d,jail-concurrent,,,
2020skpc31_991061247_1,cdsa_4(1),2018-08-08,30d,jail-concurrent,,,
2020skpc31_991061247_1,cc_145(5),2018-08-08,30d,jail-concurrent,,,
2020skpc13_991082496_1,cc_272(2)(b)_ycja,2019-02-22,15m,jail-consecutive,9m-probation,,
2020skpc24_991075031_1,cdsa_5(2),2019-12-13,,,18m,2000,
2020skpc19_90194552_3,cdsa_5(2),2019-06-04,56m,jail-consecutive,,,
2020skpc19_90194552_1,cc_355(a),2019-06-04,12m,jail-concurrent,,,
2020skpc16_24517536_1,cc_271#a,2015-06-10,indeterminate,jail-consecutive,,,
2020skpc14_991093591_1_a,cc_215,2016-12-30&2018-05-21,20m,cso-consecutive,2y-probation,,
2020skpc14_991093591_2_a,cc_215,2016-12-30&2018-05-21,20m,cso-concurrent,2y-probation,,
2020skpc14_991093591_1_b,cc_215,2016-12-30&2018-05-21,16m,cso-consecutive,2y-probation,,
2020skpc14_991093591_2_b,cc_215,2016-12-30&2018-05-21,16m,cso-concurrent,2y-probation,,
2020skpc14_991052326_1_a,cc_733.1,2019-05-21,20m,cso-concurrent,2y-probation,,
2020skpc14_991054116_2_a,cc_145(5),2019-05-31,20m,cso-concurrent,2y-probation,,
2020skpc12_90204614_1,cc_236(a),2018-10-27,9y,jail-consecutive,,,
2020skpc10_90212060_1,cc_266,2019-04-24,15m,jail-consecutive,18m-probation,,
2020skpc10_90212060_1,cc_811,2018-10-01&2019-04-30,15m,jail-concurrent,18m-probation,,